Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
MICRO GOLD - COMMODITY EXCHANGE INC.,251021,10/21/2025,088695,CMX ,01,088 ,65693,0,0,915,484,0,210,0,0,11034,47419,2657,14816,50560,50877,15133,65693,0,0,915,484,0,210,0,0,11034,47419,2657,14816,50560,50877,15133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225,-397,-84,149,484,0,-438,0,0,-5057,11164,-411,-6154,11153,9379,-7928,100,0,0,1.4,0.7,0,0.3,0,0,16.8,72.2,4,22.6,77,77.4,23,100,0,0,1.4,0.7,0,0.3,0,0,16.8,72.2,4,22.6,77,77.4,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,,,0,,0,0,15,17,8,24,19,35,0,0,,,0,,0,0,15,17,8,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,56.4,14.9,68.1,8.7,55.7,14.3,65.9,8.9,56.4,14.9,68.1,8.7,55.7,14.3,65.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,251014,10/14/2025,088695,CMX ,01,088 ,62468,397,84,766,0,0,648,0,0,16091,36255,3068,20970,39407,41498,23061,62468,397,84,766,0,0,648,0,0,16091,36255,3068,20970,39407,41498,23061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6776,397,84,258,0,0,-957,0,0,-966,14586,314,-954,14984,7730,-8208,100,0.6,0.1,1.2,0,0,1,0,0,25.8,58,4.9,33.6,63.1,66.4,36.9,100,0.6,0.1,1.2,0,0,1,0,0,25.8,58,4.9,33.6,63.1,66.4,36.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,,,0,0,,0,0,17,15,9,28,18,36,,,,0,0,,0,0,17,15,9,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,49.9,21,58.4,14.5,48.2,19.8,54.7,14.8,49.9,21,58.4,14.5,48.2,19.8,54.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,251007,10/7/2025,088695,CMX ,01,088 ,55692,0,0,508,0,0,1605,0,0,17057,21669,2754,21924,24423,33768,31269,55692,0,0,508,0,0,1605,0,0,17057,21669,2754,21924,24423,33768,31269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,189,0,0,468,0,0,-129,1170,-377,151,793,412,-230,100,0,0,0.9,0,0,2.9,0,0,30.6,38.9,4.9,39.4,43.9,60.6,56.1,100,0,0,0.9,0,0,2.9,0,0,30.6,38.9,4.9,39.4,43.9,60.6,56.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,,0,0,,0,0,20,13,8,30,15,37,0,0,,0,0,,0,0,20,13,8,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,30.1,24.4,39.9,16.2,28.7,23,36.3,16.7,30.1,24.4,39.9,16.2,28.7,23,36.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250930,9/30/2025,088695,CMX ,01,088 ,55129,0,0,319,0,0,1137,0,0,17186,20499,3131,21773,23630,33356,31499,55129,0,0,319,0,0,1137,0,0,17186,20499,3131,21773,23630,33356,31499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4067,0,0,319,0,0,-320,0,0,-660,5444,-4292,-4953,1152,886,-5219,100,0,0,0.6,0,0,2.1,0,0,31.2,37.2,5.7,39.5,42.9,60.5,57.1,100,0,0,0.6,0,0,2.1,0,0,31.2,37.2,5.7,39.5,42.9,60.5,57.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,,0,0,,0,0,19,16,9,28,20,39,0,0,,0,0,,0,0,19,16,9,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,26.2,24.6,35.7,15.4,25.2,22.7,32.3,16.4,26.2,24.6,35.7,15.4,25.2,22.7,32.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250923,9/23/2025,088695,CMX ,01,088 ,59196,0,0,0,0,0,1457,0,0,17846,15055,7423,26726,22478,32470,36718,59196,0,0,0,0,0,1457,0,0,17846,15055,7423,26726,22478,32470,36718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297,0,0,0,0,0,-405,0,-2,3026,770,817,3436,1585,-139,1712,100,0,0,0,0,0,2.5,0,0,30.1,25.4,12.5,45.1,38,54.9,62,100,0,0,0,0,0,2.5,0,0,30.1,25.4,12.5,45.1,38,54.9,62,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,,0,0,17,15,11,26,20,35,0,0,0,0,0,,0,0,17,15,11,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20.9,31.9,30,15.8,16.9,22.5,21.7,21,20.9,31.9,30,15.8,16.9,22.5,21.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250916,9/16/2025,088695,CMX ,01,088 ,55899,0,0,0,0,0,1862,0,2,14820,14285,6606,23290,20893,32609,35006,55899,0,0,0,0,0,1862,0,2,14820,14285,6606,23290,20893,32609,35006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1545,0,0,0,0,0,-193,0,-7,-3685,-683,963,-2922,273,1377,-1818,100,0,0,0,0,0,3.3,0,0,26.5,25.6,11.8,41.7,37.4,58.3,62.6,100,0,0,0,0,0,3.3,0,0,26.5,25.6,11.8,41.7,37.4,58.3,62.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,4,0,,18,14,9,27,19,36,0,0,0,0,0,4,0,,18,14,9,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,20.4,26.5,29.6,12.2,17.1,20.4,22.2,15.3,20.4,26.5,29.6,12.2,17.1,20.4,22.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250909,9/9/2025,088695,CMX ,01,088 ,57444,0,0,0,0,0,2055,0,9,18505,14968,5643,26212,20620,31232,36824,57444,0,0,0,0,0,2055,0,9,18505,14968,5643,26212,20620,31232,36824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4427,0,0,0,0,0,-782,0,9,-5710,-325,-545,-7028,-861,2601,-3566,100,0,0,0,0,0,3.6,0,0,32.2,26.1,9.8,45.6,35.9,54.4,64.1,100,0,0,0,0,0,3.6,0,0,32.2,26.1,9.8,45.6,35.9,54.4,64.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,0,,16,13,8,24,18,33,0,0,0,0,0,4,0,,16,13,8,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,19.8,32.7,28.3,19.3,17.4,26.4,22.9,22.9,19.8,32.7,28.3,19.3,17.4,26.4,22.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250902,9/2/2025,088695,CMX ,01,088 ,61871,0,0,0,0,0,2837,0,0,24215,15293,6188,33240,21481,28631,40390,61871,0,0,0,0,0,2837,0,0,24215,15293,6188,33240,21481,28631,40390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12595,0,0,0,0,0,1319,0,0,15669,-1376,-1698,15290,-3074,-2695,15669,100,0,0,0,0,0,4.6,0,0,39.1,24.7,10,53.7,34.7,46.3,65.3,100,0,0,0,0,0,4.6,0,0,39.1,24.7,10,53.7,34.7,46.3,65.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,5,0,0,12,17,9,22,21,34,0,0,0,0,0,5,0,0,12,17,9,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.3,18.1,43.7,27.1,30.9,16.1,37.9,20.6,34.3,18.1,43.7,27.1,30.9,16.1,37.9,20.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250826,8/26/2025,088695,CMX ,01,088 ,49276,0,0,0,0,0,1518,0,0,8546,16669,7886,17950,24555,31326,24721,49276,0,0,0,0,0,1518,0,0,8546,16669,7886,17950,24555,31326,24721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1979,0,0,0,0,0,-158,0,-5,-20,-6126,2692,2509,-3439,-4488,1460,100,0,0,0,0,0,3.1,0,0,17.3,33.8,16,36.4,49.8,63.6,50.2,100,0,0,0,0,0,3.1,0,0,17.3,33.8,16,36.4,49.8,63.6,50.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,0,0,9,18,12,21,21,30,0,0,0,0,0,,0,0,9,18,12,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,25.4,27.2,38.3,12.5,21.1,18.4,28.7,19.9,25.4,27.2,38.3,12.5,21.1,18.4,28.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250819,8/19/2025,088695,CMX ,01,088 ,51255,0,0,0,0,0,1676,0,5,8566,22795,5194,15441,27994,35814,23261,51255,0,0,0,0,0,1676,0,5,8566,22795,5194,15441,27994,35814,23261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6425,0,0,0,0,0,203,-207,-254,2241,7989,-690,1500,6838,4925,-413,100,0,0,0,0,0,3.3,0,0,16.7,44.5,10.1,30.1,54.6,69.9,45.4,100,0,0,0,0,0,3.3,0,0,16.7,44.5,10.1,30.1,54.6,69.9,45.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,4,0,,13,15,11,26,18,32,0,0,0,0,0,4,0,,13,15,11,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,34.4,19.8,48.1,10,32.1,15.5,40.9,11.9,34.4,19.8,48.1,10,32.1,15.5,40.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250812,8/12/2025,088695,CMX ,01,088 ,44830,0,0,0,0,0,1473,207,259,6325,14806,5884,13941,21156,30889,23674,44830,0,0,0,0,0,1473,207,259,6325,14806,5884,13941,21156,30889,23674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-426,0,0,0,0,0,-221,207,257,-4693,41,86,-4571,591,4145,-1017,100,0,0,0,0,0,3.3,0.5,0.6,14.1,33,13.1,31.1,47.2,68.9,52.8,100,0,0,0,0,0,3.3,0.5,0.6,14.1,33,13.1,31.1,47.2,68.9,52.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,,12,14,10,25,16,30,0,0,0,0,0,,,,12,14,10,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,28.6,20.4,39.7,9.6,21.9,13.4,29.6,12.8,28.6,20.4,39.7,9.6,21.9,13.4,29.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250805,8/5/2025,088695,CMX ,01,088 ,45256,0,0,0,0,0,1694,0,2,11018,14765,5798,18512,20565,26744,24691,45256,0,0,0,0,0,1694,0,2,11018,14765,5798,18512,20565,26744,24691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8402,0,0,0,0,0,530,0,2,1175,-13992,-5726,-4019,-19716,-4383,11314,100,0,0,0,0,0,3.7,0,0,24.3,32.6,12.8,40.9,45.4,59.1,54.6,100,0,0,0,0,0,3.7,0,0,24.3,32.6,12.8,40.9,45.4,59.1,54.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,4,0,,11,16,11,25,18,31,0,0,0,0,0,4,0,,11,16,11,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,23.1,26.7,30.3,37.9,17.6,22.3,23.7,28.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250729,7/29/2025,088695,CMX ,01,088 ,53658,0,0,0,0,0,1164,0,0,9843,28757,11524,22531,40281,31127,13377,53658,0,0,0,0,0,1164,0,0,9843,28757,11524,22531,40281,31127,13377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,-813,0,-692,-8975,10592,5456,-5024,15356,5683,-14697,100,0,0,0,0,0,2.2,0,0,18.3,53.6,21.5,42,75.1,58,24.9,100,0,0,0,0,0,2.2,0,0,18.3,53.6,21.5,42,75.1,58,24.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,,0,0,11,14,13,22,19,28,0,0,0,0,0,,0,0,11,14,13,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,55,32.9,68,12.8,44,17.9,51.3,24.4,55,32.9,68,12.8,44,17.9,51.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250722,7/22/2025,088695,CMX ,01,088 ,52999,0,0,0,0,0,1977,0,692,18818,18165,6068,27555,24925,25444,28074,52999,0,0,0,0,0,1977,0,692,18818,18165,6068,27555,24925,25444,28074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,446,-731,692,4407,-8400,1993,7538,-6446,-7170,6814,100,0,0,0,0,0,3.7,0,1.3,35.5,34.3,11.4,52,47,48,53,100,0,0,0,0,0,3.7,0,1.3,35.5,34.3,11.4,52,47,48,53,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,5,0,,13,19,9,23,26,38,0,0,0,0,0,5,0,,13,19,9,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,22.2,41.5,34.3,27.7,19.1,34.2,27.2,32.5,22.2,41.5,34.3,27.7,19.1,34.2,27.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250715,7/15/2025,088695,CMX ,01,088 ,52631,0,0,0,0,0,1531,731,0,14411,26565,4075,20017,31371,32614,21260,52631,0,0,0,0,0,1531,731,0,14411,26565,4075,20017,31371,32614,21260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312,0,0,0,0,0,-57,211,-2,4897,1737,1829,6667,3775,-2355,537,100,0,0,0,0,0,2.9,1.4,0,27.4,50.5,7.7,38,59.6,62,40.4,100,0,0,0,0,0,2.9,1.4,0,27.4,50.5,7.7,38,59.6,62,40.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,,0,12,16,8,21,21,34,0,0,0,0,0,4,,0,12,16,8,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,39.6,29.1,49,17.5,36.3,25,44.6,18.1,39.6,29.1,49,17.5,36.3,25,44.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250708,7/8/2025,088695,CMX ,01,088 ,48319,0,0,0,0,0,1588,520,2,9514,24828,2246,13350,27596,34969,20723,48319,0,0,0,0,0,1588,520,2,9514,24828,2246,13350,27596,34969,20723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,0,0,0,0,180,-112,-14,-2996,4702,894,-1936,5470,4955,-2451,100,0,0,0,0,0,3.3,1.1,0,19.7,51.4,4.6,27.6,57.1,72.4,42.9,100,0,0,0,0,0,3.3,1.1,0,19.7,51.4,4.6,27.6,57.1,72.4,42.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,4,,,14,16,8,24,21,36,0,0,0,0,0,4,,,14,16,8,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35.3,18.8,45.3,11.9,33.9,17,43.9,13,35.3,18.8,45.3,11.9,33.9,17,43.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250701,7/1/2025,088695,CMX ,01,088 ,45300,0,0,0,0,0,1408,632,16,12510,20126,1352,15286,22126,30014,23174,45300,0,0,0,0,0,1408,632,16,12510,20126,1352,15286,22126,30014,23174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1120,0,0,0,0,0,16,-123,-26,3553,-4370,-1221,2322,-5740,-3442,4620,100,0,0,0,0,0,3.1,1.4,0,27.6,44.4,3,33.7,48.8,66.3,51.2,100,0,0,0,0,0,3.1,1.4,0,27.6,44.4,3,33.7,48.8,66.3,51.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,4,,,10,16,7,19,21,32,0,0,0,0,0,4,,,10,16,7,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,24.9,27.9,36.4,21.7,24,27.2,35.5,22.3,24.9,27.9,36.4,21.7,24,27.2,35.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250624,6/24/2025,088695,CMX ,01,088 ,46420,0,0,0,0,0,1392,755,42,8957,24496,2573,12964,27866,33456,18554,46420,0,0,0,0,0,1392,755,42,8957,24496,2573,12964,27866,33456,18554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427,0,0,0,0,0,293,-697,42,-2125,512,-228,-2018,-371,3445,1798,100,0,0,0,0,0,3,1.6,0.1,19.3,52.8,5.5,27.9,60,72.1,40,100,0,0,0,0,0,3,1.6,0.1,19.3,52.8,5.5,27.9,60,72.1,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,4,,,11,19,8,21,23,35,0,0,0,0,0,4,,,11,19,8,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,31.2,21.3,44.7,14.4,29.5,19.1,42.4,16.1,31.2,21.3,44.7,14.4,29.5,19.1,42.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250617,6/17/2025,088695,CMX ,01,088 ,44993,0,0,0,0,0,1099,1452,0,11082,23984,2801,14982,28237,30011,16756,44993,0,0,0,0,0,1099,1452,0,11082,23984,2801,14982,28237,30011,16756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,283,591,0,-1213,2852,-666,-1596,2777,2848,-1525,100,0,0,0,0,0,2.4,3.2,0,24.6,53.3,6.2,33.3,62.8,66.7,37.2,100,0,0,0,0,0,2.4,3.2,0,24.6,53.3,6.2,33.3,62.8,66.7,37.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,,0,10,18,8,18,22,32,0,0,0,0,0,,,0,10,18,8,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,33.1,26.9,47.6,19.6,30.5,24.7,43.8,20.5,33.1,26.9,47.6,19.6,30.5,24.7,43.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,250610,6/10/2025,088695,CMX ,01,088 ,43741,0,0,0,0,0,816,861,0,12295,21132,3467,16578,25460,27163,18281,43741,0,0,0,0,0,816,861,0,12295,21132,3467,16578,25460,27163,18281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4659,0,0,0,0,0,228,136,0,2510,7846,-699,2039,7283,2620,-2624,100,0,0,0,0,0,1.9,2,0,28.1,48.3,7.9,37.9,58.2,62.1,41.8,100,0,0,0,0,0,1.9,2,0,28.1,48.3,7.9,37.9,58.2,62.1,41.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,0,9,18,10,19,21,30,0,0,0,0,0,,,0,9,18,10,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,25.5,32.6,31.8,45.6,23.5,29.7,28.5,40.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
