Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,200616,6/16/2020,088691,CMX ,01,088 ,489563,17761,105338,76758,247201,16403,135945,31257,22596,141450,21790,23491,434404,468076,55159,21487,489563,17761,105338,76758,247201,16403,135945,31257,22596,141450,21790,23491,434404,468076,55159,21487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13902,-528,4158,735,10612,600,9538,-3973,-1922,3885,1661,1365,13673,12501,229,1401,100,3.6,21.5,15.7,50.5,3.4,27.8,6.4,4.6,28.9,4.5,4.8,88.7,95.6,11.3,4.4,100,3.6,21.5,15.7,50.5,3.4,27.8,6.4,4.6,28.9,4.5,4.8,88.7,95.6,11.3,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,17,27,17,25,22,96,27,38,106,36,35,285,165,343,17,27,17,25,22,96,27,38,106,36,35,285,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,30.2,27.1,46.1,16.9,28,26.5,43.1,17.2,30.2,27.1,46.1,16.9,28,26.5,43.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200609,6/9/2020,088691,CMX ,01,088 ,475661,18289,101180,76023,236589,15803,126407,35230,24518,137565,20129,22126,420731,455575,54930,20086,475661,18289,101180,76023,236589,15803,126407,35230,24518,137565,20129,22126,420731,455575,54930,20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,739,1767,896,-13298,-174,-7248,1930,3359,-976,267,6278,2874,129,-2958,-213,100,3.8,21.3,16,49.7,3.3,26.6,7.4,5.2,28.9,4.2,4.7,88.5,95.8,11.5,4.2,100,3.8,21.3,16,49.7,3.3,26.6,7.4,5.2,28.9,4.2,4.7,88.5,95.8,11.5,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,20,24,17,25,21,92,29,40,104,35,38,283,165,338,20,24,17,25,21,92,29,40,104,35,38,283,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,30.2,27.3,45.6,17.1,28.3,26.7,43,17.5,30.2,27.3,45.6,17.1,28.3,26.7,43,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200602,6/2/2020,088691,CMX ,01,088 ,475745,17550,99413,75127,249887,15977,133655,33300,21159,138541,19862,15848,417857,455446,57888,20299,475745,17550,99413,75127,249887,15977,133655,33300,21159,138541,19862,15848,417857,455446,57888,20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43629,567,-6036,-1980,-13076,-21910,-11911,815,-3002,-4041,2113,58,-42219,-41038,-1410,-2591,100,3.7,20.9,15.8,52.5,3.4,28.1,7,4.4,29.1,4.2,3.3,87.8,95.7,12.2,4.3,100,3.7,20.9,15.8,52.5,3.4,28.1,7,4.4,29.1,4.2,3.3,87.8,95.7,12.2,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,20,27,18,25,21,92,30,36,110,30,35,284,161,343,20,27,18,25,21,92,30,36,110,30,35,284,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,29.7,27.5,46.3,17.1,28.2,26.7,43.6,17.7,29.7,27.5,46.3,17.1,28.2,26.7,43.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200526,5/26/2020,088691,CMX ,01,088 ,519374,16983,105449,77107,262963,37887,145566,32485,24161,142582,17749,15790,460076,496484,59298,22890,519374,16983,105449,77107,262963,37887,145566,32485,24161,142582,17749,15790,460076,496484,59298,22890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8831,-4896,-23740,-2258,734,5416,-8395,5588,2785,1149,1040,-2079,-8278,-10256,-553,1425,100,3.3,20.3,14.8,50.6,7.3,28,6.3,4.7,27.5,3.4,3,88.6,95.6,11.4,4.4,100,3.3,20.3,14.8,50.6,7.3,28,6.3,4.7,27.5,3.4,3,88.6,95.6,11.4,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,21,30,18,25,22,96,26,42,111,35,39,291,177,351,21,30,18,25,22,96,26,42,111,35,39,291,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,30,26.1,46.2,15.2,28.7,23.6,43.1,16.6,30,26.1,46.2,15.2,28.7,23.6,43.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200519,5/19/2020,088691,CMX ,01,088 ,528205,21879,129189,79365,262229,32471,153961,26897,21376,141433,16709,17869,468354,506740,59851,21465,528205,21879,129189,79365,262229,32471,153961,26897,21376,141433,16709,17869,468354,506740,59851,21465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31466,-210,1924,906,10413,6996,9946,5099,1212,7677,3564,2875,29402,32083,2064,-617,100,4.1,24.5,15,49.6,6.1,29.1,5.1,4,26.8,3.2,3.4,88.7,95.9,11.3,4.1,100,4.1,24.5,15,49.6,6.1,29.1,5.1,4,26.8,3.2,3.4,88.7,95.9,11.3,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,23,29,18,25,25,105,26,41,115,34,43,318,172,365,23,29,18,25,25,105,26,41,115,34,43,318,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,33.5,25.4,49.3,14.4,32.6,22.9,47.2,16.1,33.5,25.4,49.3,14.4,32.6,22.9,47.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200512,5/12/2020,088691,CMX ,01,088 ,496739,22089,127265,78459,251816,25475,144015,21798,20164,133756,13145,14994,438952,474657,57787,22082,496739,22089,127265,78459,251816,25475,144015,21798,20164,133756,13145,14994,438952,474657,57787,22082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6396,4255,837,1696,2011,27,1689,12713,-6231,511,-3337,1379,3326,7399,3070,-1003,100,4.4,25.6,15.8,50.7,5.1,29,4.4,4.1,26.9,2.6,3,88.4,95.6,11.6,4.4,100,4.4,25.6,15.8,50.7,5.1,29,4.4,4.1,26.9,2.6,3,88.4,95.6,11.6,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,21,27,17,25,21,96,18,41,108,27,41,290,158,333,21,27,17,25,21,96,18,41,108,27,41,290,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9,36,26.3,52,15.5,35.1,24.6,49.6,16.9,36,26.3,52,15.5,35.1,24.6,49.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200505,5/5/2020,088691,CMX ,01,088 ,490343,17834,126428,76763,249805,25448,142326,9085,26395,133245,16482,13615,435626,467258,54717,23085,490343,17834,126428,76763,249805,25448,142326,9085,26395,133245,16482,13615,435626,467258,54717,23085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10473,-120,-4452,1817,-5844,3446,-11699,1466,267,-112,-552,-4705,-11106,-10374,633,-99,100,3.6,25.8,15.7,50.9,5.2,29,1.9,5.4,27.2,3.4,2.8,88.8,95.3,11.2,4.7,100,3.6,25.8,15.7,50.9,5.2,29,1.9,5.4,27.2,3.4,2.8,88.8,95.3,11.2,4.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,20,28,19,25,24,97,16,37,106,34,41,292,158,337,20,28,19,25,24,97,16,37,106,34,41,292,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,37.3,27.1,53.7,15.6,36.5,24.7,51.9,17.6,37.3,27.1,53.7,15.6,36.5,24.7,51.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200428,4/28/2020,088691,CMX ,01,088 ,500816,17954,130880,74946,255649,22002,154025,7619,26128,133357,17034,18320,446732,477632,54084,23184,500816,17954,130880,74946,255649,22002,154025,7619,26128,133357,17034,18320,446732,477632,54084,23184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7658,-552,3921,-1903,7180,549,-1467,-1602,3980,6586,-6437,-461,6732,7130,926,528,100,3.6,26.1,15,51,4.4,30.8,1.5,5.2,26.6,3.4,3.7,89.2,95.4,10.8,4.6,100,3.6,26.1,15,51,4.4,30.8,1.5,5.2,26.6,3.4,3.7,89.2,95.4,10.8,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,23,30,18,25,22,100,16,36,103,38,35,290,159,342,23,30,18,25,22,100,16,36,103,38,35,290,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,37.5,27.5,54,17,36.5,25.5,52.5,18.2,37.5,27.5,54,17,36.5,25.5,52.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200421,4/21/2020,088691,CMX ,01,088 ,493158,18506,126959,76849,248469,21453,155492,9221,22148,126771,23471,18781,440000,470502,53158,22656,493158,18506,126959,76849,248469,21453,155492,9221,22148,126771,23471,18781,440000,470502,53158,22656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3193,-909,-707,-1407,-1944,2285,-6920,2053,6067,2566,-3477,1524,3206,5801,-13,-2608,100,3.8,25.7,15.6,50.4,4.4,31.5,1.9,4.5,25.7,4.8,3.8,89.2,95.4,10.8,4.6,100,3.8,25.7,15.6,50.4,4.4,31.5,1.9,4.5,25.7,4.8,3.8,89.2,95.4,10.8,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,21,28,17,26,24,103,16,37,96,44,33,287,160,342,21,28,17,26,24,103,16,37,96,44,33,287,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,37.7,28.7,53.5,18,36.6,26.9,51.9,19.1,37.7,28.7,53.5,18,36.6,26.9,51.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200414,4/14/2020,088691,CMX ,01,088 ,489965,19415,127666,78256,250413,19168,162412,7168,16081,124205,26948,17257,436794,464701,53171,25264,489965,19415,127666,78256,250413,19168,162412,7168,16081,124205,26948,17257,436794,464701,53171,25264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9915,-342,-2024,-2490,3989,786,5407,2645,2557,1330,533,960,8208,9446,1707,469,100,4,26.1,16,51.1,3.9,33.1,1.5,3.3,25.3,5.5,3.5,89.1,94.8,10.9,5.2,100,4,26.1,16,51.1,3.9,33.1,1.5,3.3,25.3,5.5,3.5,89.1,94.8,10.9,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,19,25,15,23,21,98,15,33,97,51,35,275,160,339,19,25,15,23,21,98,15,33,97,51,35,275,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,38.5,29.2,55.3,18.6,37.1,27.8,53.5,19.3,38.5,29.2,55.3,18.6,37.1,27.8,53.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200407,4/7/2020,088691,CMX ,01,088 ,480050,19757,129690,80746,246424,18382,157005,4523,13524,122875,26415,16297,428586,455255,51464,24795,480050,19757,129690,80746,246424,18382,157005,4523,13524,122875,26415,16297,428586,455255,51464,24795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15602,-5902,-8178,-803,-6875,-2493,185,301,-203,-7834,1957,-2320,-19370,-17811,3768,2209,100,4.1,27,16.8,51.3,3.8,32.7,0.9,2.8,25.6,5.5,3.4,89.3,94.8,10.7,5.2,100,4.1,27,16.8,51.3,3.8,32.7,0.9,2.8,25.6,5.5,3.4,89.3,94.8,10.7,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,21,22,16,24,25,103,12,33,89,47,36,276,154,327,21,22,16,24,25,103,12,33,89,47,36,276,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,39.2,30.6,56.2,19.3,37.7,29.3,54.4,20.2,39.2,30.6,56.2,19.3,37.7,29.3,54.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200331,3/31/2020,088691,CMX ,01,088 ,495652,25659,137868,81549,253299,20875,156820,4222,13727,130709,24458,18617,447956,473066,47696,22586,495652,25659,137868,81549,253299,20875,156820,4222,13727,130709,24458,18617,447956,473066,47696,22586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51682,2806,-19767,-11425,-16716,991,-2145,2666,-7582,-28254,-3548,-3953,-49562,-47909,-2120,-3773,100,5.2,27.8,16.5,51.1,4.2,31.6,0.9,2.8,26.4,4.9,3.8,90.4,95.4,9.6,4.6,100,5.2,27.8,16.5,51.1,4.2,31.6,0.9,2.8,26.4,4.9,3.8,90.4,95.4,9.6,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,22,22,17,23,25,97,13,31,86,42,32,269,146,317,22,22,17,23,25,97,13,31,86,42,32,269,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,38.8,32.6,55.8,21.7,37.3,31.7,53.6,22.2,38.8,32.6,55.8,21.7,37.3,31.7,53.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200324,3/24/2020,088691,CMX ,01,088 ,547334,22853,157635,92974,270015,19884,158965,1556,21309,158963,28006,22570,497518,520975,49816,26359,547334,22853,157635,92974,270015,19884,158965,1556,21309,158963,28006,22570,497518,520975,49816,26359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26591,-5463,-4059,-2563,6147,-11024,-6014,-9344,-3344,6537,3417,-3215,-25086,-21422,-1505,-5169,100,4.2,28.8,17,49.3,3.6,29,0.3,3.9,29,5.1,4.1,90.9,95.2,9.1,4.8,100,4.2,28.8,17,49.3,3.6,29,0.3,3.9,29,5.1,4.1,90.9,95.2,9.1,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,19,23,16,24,22,97,11,30,95,49,48,279,160,329,19,23,16,24,22,97,11,30,95,49,48,279,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2,38.1,33.8,54.1,23.4,37.1,32.7,52.9,24.2,38.1,33.8,54.1,23.4,37.1,32.7,52.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200317,3/17/2020,088691,CMX ,01,088 ,573925,28316,161694,95537,263868,30908,164979,10900,24653,152426,24589,25785,522604,542397,51321,31528,573925,28316,161694,95537,263868,30908,164979,10900,24653,152426,24589,25785,522604,542397,51321,31528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59545,-2131,-9548,-18783,-37961,-7273,-55663,443,-3761,36778,-1713,135,-50698,-59678,-8847,133,100,4.9,28.2,16.6,46,5.4,28.7,1.9,4.3,26.6,4.3,4.5,91.1,94.5,8.9,5.5,100,4.9,28.2,16.6,46,5.4,28.7,1.9,4.3,26.6,4.3,4.5,91.1,94.5,8.9,5.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,20,21,17,24,24,90,20,32,90,53,46,268,172,330,20,21,17,24,24,90,20,32,90,53,46,268,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,34.9,31,51,21.5,34,29.4,48.4,22.5,34.9,31,51,21.5,34,29.4,48.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200310,3/10/2020,088691,CMX ,01,088 ,633470,30447,171242,114320,301829,38181,220642,10457,28414,115648,26302,25650,573302,602075,60168,31395,633470,30447,171242,114320,301829,38181,220642,10457,28414,115648,26302,25650,573302,602075,60168,31395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58515,11966,-7579,4681,1519,-11833,-22279,-17103,-14708,-7604,7422,-16587,-56364,-58869,-2151,354,100,4.8,27,18,47.6,6,34.8,1.7,4.5,18.3,4.2,4,90.5,95,9.5,5,100,4.8,27,18,47.6,6,34.8,1.7,4.5,18.3,4.2,4,90.5,95,9.5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,23,21,21,27,27,105,18,35,96,59,44,300,183,371,23,21,21,27,27,105,18,35,96,59,44,300,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,32.7,27.6,49,19.1,31.5,26.4,46.6,19.8,32.7,27.6,49,19.1,31.5,26.4,46.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200303,3/3/2020,088691,CMX ,01,088 ,691985,18481,178821,109639,300310,50014,242921,27560,43122,123252,18880,42237,629666,660944,62319,31041,691985,18481,178821,109639,300310,50014,242921,27560,43122,123252,18880,42237,629666,660944,62319,31041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40932,-2204,-5519,-1645,-22940,5364,-20297,-4812,777,-2869,-2222,-6146,-27020,-35498,-13912,-5434,100,2.7,25.8,15.8,43.4,7.2,35.1,4,6.2,17.8,2.7,6.1,91,95.5,9,4.5,100,2.7,25.8,15.8,43.4,7.2,35.1,4,6.2,17.8,2.7,6.1,91,95.5,9,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,20,19,19,28,26,114,18,36,110,39,47,315,168,368,20,19,19,28,26,114,18,36,110,39,47,315,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,30.5,28.3,47.3,17.7,28.7,24,42.3,19.7,30.5,28.3,47.3,17.7,28.7,24,42.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200225,2/25/2020,088691,CMX ,01,088 ,732917,20685,184340,111284,323250,44650,263218,32372,42345,126121,21102,48383,656686,696442,76231,36475,732917,20685,184340,111284,323250,44650,263218,32372,42345,126121,21102,48383,656686,696442,76231,36475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17600,3555,8129,-2274,-16839,-181,-15068,-7368,12714,-3942,6142,11408,6212,14005,11388,3595,100,2.8,25.2,15.2,44.1,6.1,35.9,4.4,5.8,17.2,2.9,6.6,89.6,95,10.4,5,100,2.8,25.2,15.2,44.1,6.1,35.9,4.4,5.8,17.2,2.9,6.6,89.6,95,10.4,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,20,24,20,27,24,121,19,34,120,44,43,332,172,397,20,24,20,27,24,121,19,34,120,44,43,332,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,29.6,28.9,46.2,17.7,28.6,24,42.7,20.3,29.6,28.9,46.2,17.7,28.6,24,42.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200218,2/18/2020,088691,CMX ,01,088 ,715317,17130,176211,113558,340089,44831,278286,39740,29631,130063,14960,36975,650474,682437,64843,32880,715317,17130,176211,113558,340089,44831,278286,39740,29631,130063,14960,36975,650474,682437,64843,32880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57293,121,17449,-7292,23201,1061,46787,3912,1570,5027,2227,5773,53047,55193,4246,2100,100,2.4,24.6,15.9,47.5,6.3,38.9,5.6,4.1,18.2,2.1,5.2,90.9,95.4,9.1,4.6,100,2.4,24.6,15.9,47.5,6.3,38.9,5.6,4.1,18.2,2.1,5.2,90.9,95.4,9.1,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,17,24,18,27,23,126,20,27,133,38,41,336,164,404,17,24,18,27,23,126,20,27,133,38,41,336,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,30.1,30.3,47.8,19,29,25.9,44.9,20.8,30.1,30.3,47.8,19,29,25.9,44.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
